Gene names,Gene names  (primary ),Status,Organism,Protein ID
CD9 MIC3 TSPAN29 GIG2,CD9,reviewed,Homo sapiens (Human),P21926
CCS,CCS,unreviewed,Homo sapiens (Human),J3KNF4
DIAPH1,DIAPH1,unreviewed,Homo sapiens (Human),A0A0G2JH68
ATG3 APG3 APG3L,ATG3,reviewed,Homo sapiens (Human),Q9NT62
COL6A1,COL6A1,unreviewed,Homo sapiens (Human),A0A087X0S5
COL18A1,COL18A1,unreviewed,Homo sapiens (Human),H7BXV5
NPC2,NPC2,unreviewed,Homo sapiens (Human),E7EMS2
GBE1,GBE1,reviewed,Homo sapiens (Human),Q04446
HSPB1 HSP27 HSP28,HSPB1,reviewed,Homo sapiens (Human),P04792
ITGB3,ITGB3,unreviewed,Homo sapiens (Human),I3L4X8
NDST1,NDST1,unreviewed,Homo sapiens (Human),E7EVJ3
DPP4 ADCP2 CD26,DPP4,reviewed,Homo sapiens (Human),P27487
MIA3 KIAA0268 TANGO UNQ6077/PRO20088,MIA3,reviewed,Homo sapiens (Human),Q5JRA6
NPC2,NPC2,unreviewed,Homo sapiens (Human),H0YIZ1
CD276,CD276,unreviewed,Homo sapiens (Human),H0YK59
ACTR3,ACTR3,unreviewed,Homo sapiens (Human),B4DXW1
SEPTIN11,SEPTIN11,unreviewed,Homo sapiens (Human),D6RDU5
SLC2A3 GLUT3,SLC2A3,reviewed,Homo sapiens (Human),P11169
NQO2,NQO2,unreviewed,Homo sapiens (Human),Q5TD07
PVR hCG_1996181,PVR,unreviewed,Homo sapiens (Human),A0A0C4DG49
SKP1,SKP1,unreviewed,Homo sapiens (Human),E5RJR5
TIMP1 CLGI TIMP,TIMP1,reviewed,Homo sapiens (Human),P01033
VCP,VCP,reviewed,Homo sapiens (Human),P55072
DBNL,DBNL,unreviewed,Homo sapiens (Human),H0Y5J4
HLA-A HLAA,HLA-A,reviewed,Homo sapiens (Human),P04439
GSPT2 ERF3B,GSPT2,reviewed,Homo sapiens (Human),Q8IYD1
EFEMP2,EFEMP2,unreviewed,Homo sapiens (Human),E9PRU1
COTL1,COTL1,unreviewed,Homo sapiens (Human),H3BT58
FKBP1A FKBP1 FKBP12,FKBP1A,reviewed,Homo sapiens (Human),P62942
ADSL AMPS,ADSL,reviewed,Homo sapiens (Human),P30566
CD44,CD44,unreviewed,Homo sapiens (Human),H0YD13
BPNT1,BPNT1,unreviewed,Homo sapiens (Human),F8VZG4
APP,APP,unreviewed,Homo sapiens (Human),A0A0A0MRG2
OLA1,OLA1,unreviewed,Homo sapiens (Human),J3KQ32
PAFAH1B3 PAFAHG,PAFAH1B3,reviewed,Homo sapiens (Human),Q15102
AKR1B1,AKR1B1,unreviewed,Homo sapiens (Human),E9PCX2
MAP2K2 hCG_23544,MAP2K2,unreviewed,Homo sapiens (Human),G5E9C7
PRDX1,PRDX1,unreviewed,Homo sapiens (Human),A0A0A0MRQ5
ARPC3,ARPC3,unreviewed,Homo sapiens (Human),F8VR50
EIF4B,EIF4B,unreviewed,Homo sapiens (Human),E7EX17
CTSA,CTSA,unreviewed,Homo sapiens (Human),X6R8A1
CPNE1 hCG_38213,CPNE1,unreviewed,Homo sapiens (Human),B0QZ18
PPM1F hCG_26717,PPM1F,unreviewed,Homo sapiens (Human),B5MCT7
WDR1,WDR1,unreviewed,Homo sapiens (Human),D6RD66
GARS1 GARS,GARS1,reviewed,Homo sapiens (Human),P41250
GSTT1,GSTT1,unreviewed,Homo sapiens (Human),A0A0G2JRQ5
BSG,BSG,unreviewed,Homo sapiens (Human),A0A087WUV8
EIF5,EIF5,reviewed,Homo sapiens (Human),P55010
GLB1,GLB1,unreviewed,Homo sapiens (Human),E7EQ29
BROX,BROX,unreviewed,Homo sapiens (Human),F5GXQ0
EIF6,EIF6,unreviewed,Homo sapiens (Human),F8WD20
PRDX2 hCG_172488,PRDX2,unreviewed,Homo sapiens (Human),A6NIW5
HINT1 HINT PKCI1 PRKCNH1,HINT1,reviewed,Homo sapiens (Human),P49773
GMPR2,GMPR2,unreviewed,Homo sapiens (Human),H0YMW6
PPP1R7,PPP1R7,unreviewed,Homo sapiens (Human),C9JD73
RAB14,RAB14,reviewed,Homo sapiens (Human),P61106
PA2G4 EBP1,PA2G4,reviewed,Homo sapiens (Human),Q9UQ80
EIF1AX EIF1A EIF4C,EIF1AX,reviewed,Homo sapiens (Human),P47813
RAN,RAN,unreviewed,Homo sapiens (Human),J3KQE5
AP1G1,AP1G1,unreviewed,Homo sapiens (Human),H3BNR4
UGP2 UGP1,UGP2,reviewed,Homo sapiens (Human),Q16851
H2BU1 HIST3H2BB,H2BU1,reviewed,Homo sapiens (Human),Q8N257
PARK7,PARK7,unreviewed,Homo sapiens (Human),K7ELW0
CPNE3,CPNE3,unreviewed,Homo sapiens (Human),A0A087WYQ3
GFUS,GFUS,unreviewed,Homo sapiens (Human),A0A0J9YX13
RAB7A,RAB7A,unreviewed,Homo sapiens (Human),C9J4V0
ANXA1 ANX1 LPC1,ANXA1,reviewed,Homo sapiens (Human),P04083
LAP3 LAPEP PEPS,LAP3,reviewed,Homo sapiens (Human),P28838
NAP1L1,NAP1L1,unreviewed,Homo sapiens (Human),H0YHC3
SELENBP1,SELENBP1,unreviewed,Homo sapiens (Human),H0Y532
CALD1,CALD1,unreviewed,Homo sapiens (Human),E7EX44
SPARC ON,SPARC,reviewed,Homo sapiens (Human),P09486
SEPTIN11,SEPTIN11,unreviewed,Homo sapiens (Human),D6RER5
SUMF2,SUMF2,unreviewed,Homo sapiens (Human),J3KQJ1
EGFR,EGFR,unreviewed,Homo sapiens (Human),E9PFD7
PSMA2 hCG_19883,PSMA2,unreviewed,Homo sapiens (Human),A0A024RA52
YWHAZ,YWHAZ,unreviewed,Homo sapiens (Human),E7EX29
RAN hCG_1744585,RAN,unreviewed,Homo sapiens (Human),B5MDF5
CAPNS1,CAPNS1,unreviewed,Homo sapiens (Human),A0A075B7C0
CNN2,CNN2,unreviewed,Homo sapiens (Human),A0A087X1X5
TBCB CG22 CKAP1,TBCB,reviewed,Homo sapiens (Human),Q99426
GSTM3,GSTM3,unreviewed,Homo sapiens (Human),A0A0A0MTN3
ARPC4,ARPC4,unreviewed,Homo sapiens (Human),F8WDD7
NOMO1,NOMO1,unreviewed,Homo sapiens (Human),A0A0G2JN29
PGK1 PGKA MIG10 OK/SW-cl.110,PGK1,reviewed,Homo sapiens (Human),P00558
SND1 TDRD11,SND1,reviewed,Homo sapiens (Human),Q7KZF4
PTP4A2,PTP4A2,unreviewed,Homo sapiens (Human),E9PRR9
HLA-A,HLA-A,unreviewed,Homo sapiens (Human),Q5SRN5
VIM,VIM,reviewed,Homo sapiens (Human),P08670
ALCAM,ALCAM,unreviewed,Homo sapiens (Human),F5GXJ9
TSNAX-DISC1 DISC1,TSNAX-DISC1,unreviewed,Homo sapiens (Human),C4P0D6
AKR1B1 ALDR1 ALR2,AKR1B1,reviewed,Homo sapiens (Human),P15121
EML2,EML2,unreviewed,Homo sapiens (Human),A0A0C4DGQ7
HEXB HCC7,HEXB,reviewed,Homo sapiens (Human),P07686
S100A11 MLN70 S100C,S100A11,reviewed,Homo sapiens (Human),P31949
FBLN1,FBLN1,unreviewed,Homo sapiens (Human),B1AHL2
RDX,RDX,reviewed,Homo sapiens (Human),P35241
CZIB C1orf123,CZIB,reviewed,Homo sapiens (Human),Q9NWV4
ARHGAP1,ARHGAP1,unreviewed,Homo sapiens (Human),H0YE29
TPR,TPR,reviewed,Homo sapiens (Human),P12270
HAGH,HAGH,unreviewed,Homo sapiens (Human),H3BPQ4
CASP3,CASP3,unreviewed,Homo sapiens (Human),C9JXR7
TARS1 TARS,TARS1,reviewed,Homo sapiens (Human),P26639
SNAP23,SNAP23,unreviewed,Homo sapiens (Human),H3BNE1
SETSIP SETP18,SETSIP,reviewed,Homo sapiens (Human),P0DME0
JUP CTNNG DP3,JUP,reviewed,Homo sapiens (Human),P14923
CS,CS,unreviewed,Homo sapiens (Human),F8VPA1
HSPA4,HSPA4,unreviewed,Homo sapiens (Human),A0A087WTS8
CHID1,CHID1,unreviewed,Homo sapiens (Human),E9PPA0
ANXA7 ANX7 SNX OK/SW-cl.95,ANXA7,reviewed,Homo sapiens (Human),P20073
GALNT2,GALNT2,reviewed,Homo sapiens (Human),Q10471
NIF3L1,NIF3L1,unreviewed,Homo sapiens (Human),E7EXA3
APEH,APEH,unreviewed,Homo sapiens (Human),H7C1U0
EIF4H KIAA0038 WBSCR1 WSCR1,EIF4H,reviewed,Homo sapiens (Human),Q15056
TIMP1,TIMP1,unreviewed,Homo sapiens (Human),H0Y789
MYL6 hCG_2039617,MYL6,unreviewed,Homo sapiens (Human),G3V1V0
GSTM2 GST4,GSTM2,reviewed,Homo sapiens (Human),P28161
CD276,CD276,unreviewed,Homo sapiens (Human),H0YN85
RAB27A RAB27,RAB27A,reviewed,Homo sapiens (Human),P51159
FASN FAS,FASN,reviewed,Homo sapiens (Human),P49327
NAE1 APPBP1 HPP1,NAE1,reviewed,Homo sapiens (Human),Q13564
PSME2,PSME2,reviewed,Homo sapiens (Human),Q9UL46
FDPS hCG_1997329,FDPS,unreviewed,Homo sapiens (Human),A0A087X090
LOXL3,LOXL3,unreviewed,Homo sapiens (Human),B8ZZT6
DDAH2 DDAH G6A NG30,DDAH2,reviewed,Homo sapiens (Human),O95865
WARS1 IFI53 WARS WRS,WARS1,reviewed,Homo sapiens (Human),P23381
STAT5B,STAT5B,unreviewed,Homo sapiens (Human),C9J4I3
STAT1,STAT1,reviewed,Homo sapiens (Human),P42224
FNTA,FNTA,unreviewed,Homo sapiens (Human),E9PQP6
TMOD3,TMOD3,unreviewed,Homo sapiens (Human),H0YKU1
TPT1,TPT1,unreviewed,Homo sapiens (Human),Q5W0H4
SMS,SMS,unreviewed,Homo sapiens (Human),H7C2R7
SDF4,SDF4,unreviewed,Homo sapiens (Human),H0Y3T6
GAA,GAA,reviewed,Homo sapiens (Human),P10253
RAN ARA24 OK/SW-cl.81,RAN,reviewed,Homo sapiens (Human),P62826
USP15,USP15,unreviewed,Homo sapiens (Human),H0YI31
PRKACB,PRKACB,unreviewed,Homo sapiens (Human),B1APG1
MAPK14,MAPK14,unreviewed,Homo sapiens (Human),B4E0K5
CEMIP KIAA1199,CEMIP,reviewed,Homo sapiens (Human),Q8WUJ3
GRN,GRN,unreviewed,Homo sapiens (Human),K7EKL3
SEPTIN7,SEPTIN7,unreviewed,Homo sapiens (Human),G3V1Q4
TTN,TTN,unreviewed,Homo sapiens (Human),A0A0A0MRA3
DPYD,DPYD,reviewed,Homo sapiens (Human),Q12882
CAMK2D hCG_22679,CAMK2D,unreviewed,Homo sapiens (Human),D6R938
RHOA ARH12 ARHA RHO12,RHOA,reviewed,Homo sapiens (Human),P61586
PTPA,PTPA,unreviewed,Homo sapiens (Human),A6PVN7
BLMH,BLMH,unreviewed,Homo sapiens (Human),J3KSD8
SORD,SORD,unreviewed,Homo sapiens (Human),H0YKB3
COL1A2,COL1A2,unreviewed,Homo sapiens (Human),A0A087WTA8
CDH2 CDHN NCAD,CDH2,reviewed,Homo sapiens (Human),P19022
BROX,BROX,unreviewed,Homo sapiens (Human),Q5VW33
ADA,ADA,unreviewed,Homo sapiens (Human),F5GWI4
CASP3,CASP3,unreviewed,Homo sapiens (Human),A8MVM1
MAN1B1,MAN1B1,unreviewed,Homo sapiens (Human),H0YG20
NPLOC4,NPLOC4,unreviewed,Homo sapiens (Human),I3L4U9
RAB5C,RAB5C,unreviewed,Homo sapiens (Human),F8VWU4
MAN1A1,MAN1A1,reviewed,Homo sapiens (Human),P33908
HSPA1B,HSPA1B,unreviewed,Homo sapiens (Human),A0A0G2JIW1
C9,C9,reviewed,Homo sapiens (Human),P02748
ANXA2,ANXA2,unreviewed,Homo sapiens (Human),H0YN42
PPP5C,PPP5C,unreviewed,Homo sapiens (Human),H0YDU8
CD81,CD81,unreviewed,Homo sapiens (Human),E9PM31
PTPRG PTPG,PTPRG,reviewed,Homo sapiens (Human),P23470
UBA7 UBE1L UBE2,UBA7,reviewed,Homo sapiens (Human),P41226
NOTCH3,NOTCH3,unreviewed,Homo sapiens (Human),M0R3C9
ITGB3 GP3A,ITGB3,reviewed,Homo sapiens (Human),P05106
SOD1,SOD1,unreviewed,Homo sapiens (Human),H7BYH4
PRKCD,PRKCD,unreviewed,Homo sapiens (Human),C9K0E3
C4BPA C4BP,C4BPA,reviewed,Homo sapiens (Human),P04003
EIF5A,EIF5A,unreviewed,Homo sapiens (Human),I3L504
ZYX,ZYX,unreviewed,Homo sapiens (Human),H0Y2Y8
CYB5R3,CYB5R3,unreviewed,Homo sapiens (Human),B1AHF3
CAST,CAST,unreviewed,Homo sapiens (Human),A0A0A0MR45
CAST,CAST,unreviewed,Homo sapiens (Human),H0YD33
STMN1,STMN1,unreviewed,Homo sapiens (Human),A2A2D0
FASN,FASN,unreviewed,Homo sapiens (Human),A0A0U1RQF0
RCN1 RCN,RCN1,reviewed,Homo sapiens (Human),Q15293
ARSA,ARSA,unreviewed,Homo sapiens (Human),A0A0C4DFZ2
BPNT1,BPNT1,unreviewed,Homo sapiens (Human),F8VVW8
MDH2 hCG_1818102,MDH2,unreviewed,Homo sapiens (Human),G3XAL0
PPIC CYPC,PPIC,reviewed,Homo sapiens (Human),P45877
ECI1 DCI hCG_41028,ECI1,unreviewed,Homo sapiens (Human),Q96DC0
PSMB9 LMP2 PSMB6i RING12,PSMB9,reviewed,Homo sapiens (Human),P28065
SIL1 UNQ545/PRO836,SIL1,reviewed,Homo sapiens (Human),Q9H173
COL6A2,COL6A2,reviewed,Homo sapiens (Human),P12110
ACTA2,ACTA2,unreviewed,Homo sapiens (Human),F6UVQ4
SLC9A3R1,SLC9A3R1,unreviewed,Homo sapiens (Human),J3QRP6
IPO5,IPO5,unreviewed,Homo sapiens (Human),H0Y8C6
BPNT1,BPNT1,unreviewed,Homo sapiens (Human),A6NF51
UBE2K,UBE2K,unreviewed,Homo sapiens (Human),D6RDM7
CNN2,CNN2,unreviewed,Homo sapiens (Human),K7ES69
NUDT5 NUDIX5 HSPC115,NUDT5,reviewed,Homo sapiens (Human),Q9UKK9
LRBA,LRBA,unreviewed,Homo sapiens (Human),H0YAC6
RAD23A,RAD23A,reviewed,Homo sapiens (Human),P54725
CCT3,CCT3,unreviewed,Homo sapiens (Human),B4DUR8
ALDH16A1,ALDH16A1,unreviewed,Homo sapiens (Human),F5H4B6
ARPC3,ARPC3,unreviewed,Homo sapiens (Human),C9JZD1
PSMD13,PSMD13,unreviewed,Homo sapiens (Human),A0A087WUL9
AHCYL1 DCAL IRBIT XPVKONA,AHCYL1,reviewed,Homo sapiens (Human),O43865
SERPINE2,SERPINE2,unreviewed,Homo sapiens (Human),C9JN98
TAGLN2,TAGLN2,unreviewed,Homo sapiens (Human),X6RJP6
ARHGDIA,ARHGDIA,unreviewed,Homo sapiens (Human),J3QQX2
CPM,CPM,unreviewed,Homo sapiens (Human),F8W111
PPP1R14A,PPP1R14A,unreviewed,Homo sapiens (Human),A0A0B4J2A3
PAMR1,PAMR1,unreviewed,Homo sapiens (Human),E9PQ70
HNRNPR HNRPR,HNRNPR,reviewed,Homo sapiens (Human),O43390
YWHAZ,YWHAZ,unreviewed,Homo sapiens (Human),E7EVZ2
PSMD9,PSMD9,unreviewed,Homo sapiens (Human),J3KN29
CPNE3,CPNE3,unreviewed,Homo sapiens (Human),A0A087WXR6
UCHL3 hCG_29571,UCHL3,unreviewed,Homo sapiens (Human),A0A087WTB8
ITGA2 CD49B,ITGA2,reviewed,Homo sapiens (Human),P17301
DERA hCG_25164,DERA,unreviewed,Homo sapiens (Human),G3V158
COL6A3,COL6A3,reviewed,Homo sapiens (Human),P12111
NAPA SNAPA,NAPA,reviewed,Homo sapiens (Human),P54920
FDPS,FDPS,unreviewed,Homo sapiens (Human),A0A087X1D8
EIF4B,EIF4B,unreviewed,Homo sapiens (Human),F8VP89
HEXA,HEXA,unreviewed,Homo sapiens (Human),H3BP20
PSMC4 MIP224 TBP7,PSMC4,reviewed,Homo sapiens (Human),P43686
EZR,EZR,unreviewed,Homo sapiens (Human),E7EQR4
PSMD10,PSMD10,unreviewed,Homo sapiens (Human),B1AJY5
LRRFIP2,LRRFIP2,unreviewed,Homo sapiens (Human),C9JC17
CYCS CYC,CYCS,reviewed,Homo sapiens (Human),P99999
TBCEL LRRC35,TBCEL,reviewed,Homo sapiens (Human),Q5QJ74
FABP3,FABP3,unreviewed,Homo sapiens (Human),S4R371
ANXA5,ANXA5,unreviewed,Homo sapiens (Human),E9PHT9
CYRIB CYRI FAM49B BM-009,CYRIB,reviewed,Homo sapiens (Human),Q9NUQ9
PDAP1 HASPP28,PDAP1,reviewed,Homo sapiens (Human),Q13442
EIF4B,EIF4B,unreviewed,Homo sapiens (Human),F8W0K0
UFM1,UFM1,unreviewed,Homo sapiens (Human),H0Y614
SNAP23,SNAP23,unreviewed,Homo sapiens (Human),H3BQY9
COL18A1,COL18A1,unreviewed,Homo sapiens (Human),H7C457
DCUN1D1,DCUN1D1,unreviewed,Homo sapiens (Human),C9JRU6
RAB27A,RAB27A,unreviewed,Homo sapiens (Human),H3BVH7
CD9,CD9,unreviewed,Homo sapiens (Human),A6NNI4
PRDX1,PRDX1,unreviewed,Homo sapiens (Human),A0A0A0MSI0
IGFBP3,IGFBP3,unreviewed,Homo sapiens (Human),A6XND0
NAP1L1,NAP1L1,unreviewed,Homo sapiens (Human),H0YH88
CTSL CTSL1,CTSL,reviewed,Homo sapiens (Human),P07711
VAT1,VAT1,unreviewed,Homo sapiens (Human),K7ESA3
CTSB,CTSB,unreviewed,Homo sapiens (Human),E9PKQ7
CALU,CALU,unreviewed,Homo sapiens (Human),H0Y875
PFKP PFKF,PFKP,reviewed,Homo sapiens (Human),Q01813
NUDT5,NUDT5,unreviewed,Homo sapiens (Human),A6NCQ0
RASA3,RASA3,reviewed,Homo sapiens (Human),Q14644
GPI,GPI,unreviewed,Homo sapiens (Human),A0A0J9YXP8
B2M CDABP0092 HDCMA22P,B2M,reviewed,Homo sapiens (Human),P61769
GLOD4 C17orf25 CGI-150 My027,GLOD4,reviewed,Homo sapiens (Human),Q9HC38
CAPG,CAPG,unreviewed,Homo sapiens (Human),E7ENU9
OSMR OSMRB,OSMR,reviewed,Homo sapiens (Human),Q99650
SERPINC1 AT3 PRO0309,SERPINC1,reviewed,Homo sapiens (Human),P01008
GMPR2,GMPR2,unreviewed,Homo sapiens (Human),H0YK13
PLXNA1 NOV PLXN1,PLXNA1,reviewed,Homo sapiens (Human),Q9UIW2
MSN,MSN,reviewed,Homo sapiens (Human),P26038
PLXNB2 KIAA0315,PLXNB2,reviewed,Homo sapiens (Human),O15031
CUL1,CUL1,unreviewed,Homo sapiens (Human),A0A0C4DGX4
GNPDA2 GNP2,GNPDA2,reviewed,Homo sapiens (Human),Q8TDQ7
CRELD2,CRELD2,unreviewed,Homo sapiens (Human),A6PWM2
SARS1,SARS1,unreviewed,Homo sapiens (Human),Q5T5C7
ARPC4-TTLL3,ARPC4-TTLL3,unreviewed,Homo sapiens (Human),F8WCF6
ALDOC ALDC,ALDOC,reviewed,Homo sapiens (Human),P09972
RAB27B,RAB27B,unreviewed,Homo sapiens (Human),K7ES41
CDH11,CDH11,reviewed,Homo sapiens (Human),P55287
MTAP,MTAP,unreviewed,Homo sapiens (Human),B4DUC8
IGFBP3,IGFBP3,unreviewed,Homo sapiens (Human),H0Y485
YWHAQ,YWHAQ,reviewed,Homo sapiens (Human),P27348
ANXA4 ANX4,ANXA4,reviewed,Homo sapiens (Human),P09525
THOP1,THOP1,unreviewed,Homo sapiens (Human),K7EL02
ALDH16A1,ALDH16A1,reviewed,Homo sapiens (Human),Q8IZ83
ADPGK,ADPGK,unreviewed,Homo sapiens (Human),H3BU35
TGFBI,TGFBI,unreviewed,Homo sapiens (Human),H0Y8L3
WDR1,WDR1,reviewed,Homo sapiens (Human),O75083
PEBP1 PBP PEBP,PEBP1,reviewed,Homo sapiens (Human),P30086
ITGAV MSK8 VNRA VTNR,ITGAV,reviewed,Homo sapiens (Human),P06756
EEF1G EF1G PRO1608,EEF1G,reviewed,Homo sapiens (Human),P26641
PPIB CYPB,PPIB,reviewed,Homo sapiens (Human),P23284
MAN2A1 MANA2,MAN2A1,reviewed,Homo sapiens (Human),Q16706
TSNAX TRAX,TSNAX,reviewed,Homo sapiens (Human),Q99598
PCYOX1 KIAA0908 PCL1 UNQ597/PRO1183,PCYOX1,reviewed,Homo sapiens (Human),Q9UHG3
DSP,DSP,reviewed,Homo sapiens (Human),P15924
UBA3 UBE1C,UBA3,reviewed,Homo sapiens (Human),Q8TBC4
ARPC3 ARC21,ARPC3,reviewed,Homo sapiens (Human),O15145
NDST1 HSST HSST1,NDST1,reviewed,Homo sapiens (Human),P52848
DCUN1D1,DCUN1D1,unreviewed,Homo sapiens (Human),C9J8R4
CS,CS,unreviewed,Homo sapiens (Human),A0A0C4DGI3
NUCB2,NUCB2,unreviewed,Homo sapiens (Human),E9PM22
IMPA1,IMPA1,unreviewed,Homo sapiens (Human),H0YBL1
GPX4,GPX4,unreviewed,Homo sapiens (Human),R4GNE4
DDT,DDT,reviewed,Homo sapiens (Human),P30046
GRN,GRN,reviewed,Homo sapiens (Human),P28799
ABI3BP,ABI3BP,unreviewed,Homo sapiens (Human),D3YTG3
AKR1A1 ALDR1 ALR,AKR1A1,reviewed,Homo sapiens (Human),P14550
NUCB1,NUCB1,unreviewed,Homo sapiens (Human),C9JKZ2
HSPA4,HSPA4,unreviewed,Homo sapiens (Human),A0A087WYC1
PSMB5 LMPX MB1 X,PSMB5,reviewed,Homo sapiens (Human),P28074
COL4A2,COL4A2,reviewed,Homo sapiens (Human),P08572
CUTA,CUTA,unreviewed,Homo sapiens (Human),C9IZG4
NME3,NME3,reviewed,Homo sapiens (Human),Q13232
SSBP1,SSBP1,unreviewed,Homo sapiens (Human),A0A0G2JLD8
FDPS,FDPS,unreviewed,Homo sapiens (Human),A0A087WTP2
AMDHD2 CGI-14,AMDHD2,reviewed,Homo sapiens (Human),Q9Y303
CHID1,CHID1,unreviewed,Homo sapiens (Human),E9PRL3
MANF,MANF,unreviewed,Homo sapiens (Human),H7C2D6
SIRPB1,SIRPB1,reviewed,Homo sapiens (Human),Q5TFQ8
CALR,CALR,unreviewed,Homo sapiens (Human),K7EJB9
TPM1,TPM1,unreviewed,Homo sapiens (Human),F5H7S3
TSN,TSN,unreviewed,Homo sapiens (Human),E9PGT1
PSMA4,PSMA4,unreviewed,Homo sapiens (Human),H0YMA1
GFUS,GFUS,unreviewed,Homo sapiens (Human),E9PP14
CPM,CPM,unreviewed,Homo sapiens (Human),H0YHN7
ACTA2 ACTSA ACTVS GIG46,ACTA2,reviewed,Homo sapiens (Human),P62736
FHL1,FHL1,unreviewed,Homo sapiens (Human),Q5JXH8
PVR PVS,PVR,reviewed,Homo sapiens (Human),P15151
SECTM1 K12,SECTM1,reviewed,Homo sapiens (Human),Q8WVN6
GGH,GGH,reviewed,Homo sapiens (Human),Q92820
ANXA6 ANX6,ANXA6,reviewed,Homo sapiens (Human),P08133
KPNB1,KPNB1,unreviewed,Homo sapiens (Human),J3KTM9
PSME2,PSME2,unreviewed,Homo sapiens (Human),A0A087X1Z3
PPIF,PPIF,unreviewed,Homo sapiens (Human),R4GN99
CD44,CD44,unreviewed,Homo sapiens (Human),E9PKC6
ITGA1,ITGA1,reviewed,Homo sapiens (Human),P56199
GLO1,GLO1,reviewed,Homo sapiens (Human),Q04760
SNAP23,SNAP23,unreviewed,Homo sapiens (Human),H3BV99
SRI,SRI,unreviewed,Homo sapiens (Human),C9J0K6
PRKACB,PRKACB,unreviewed,Homo sapiens (Human),B1APF9
PRDX2 NKEFB TDPX1,PRDX2,reviewed,Homo sapiens (Human),P32119
ITGA7 UNQ406/PRO768,ITGA7,reviewed,Homo sapiens (Human),Q13683
PITHD1 C1orf128 AD039 HT014 PP603,PITHD1,reviewed,Homo sapiens (Human),Q9GZP4
CBR1,CBR1,unreviewed,Homo sapiens (Human),E9PQ63
GRB2 ASH,GRB2,reviewed,Homo sapiens (Human),P62993
GALNT7,GALNT7,reviewed,Homo sapiens (Human),Q86SF2
NEXN,NEXN,unreviewed,Homo sapiens (Human),H7BXY5
NUCB1,NUCB1,unreviewed,Homo sapiens (Human),H7BZI1
NAPA,NAPA,unreviewed,Homo sapiens (Human),M0R0Y2
LOX,LOX,reviewed,Homo sapiens (Human),P28300
EIF5A,EIF5A,unreviewed,Homo sapiens (Human),I3L397
TTN,TTN,unreviewed,Homo sapiens (Human),A0A0A0MTS7
ABI1,ABI1,unreviewed,Homo sapiens (Human),A0A0A0MRT6
TCP1,TCP1,unreviewed,Homo sapiens (Human),F5H282
CORO1B,CORO1B,reviewed,Homo sapiens (Human),Q9BR76
SNAP23,SNAP23,unreviewed,Homo sapiens (Human),H3BPJ0
SUMF2,SUMF2,unreviewed,Homo sapiens (Human),H7C3B2
GPX4,GPX4,unreviewed,Homo sapiens (Human),K7ENB4
NUCB2,NUCB2,unreviewed,Homo sapiens (Human),E9PLE9
LAMP2,LAMP2,unreviewed,Homo sapiens (Human),H0YCG2
PDCD10 hCG_27561,PDCD10,unreviewed,Homo sapiens (Human),C9J363
PSMB4 PROS26,PSMB4,reviewed,Homo sapiens (Human),P28070
PTGES3 P23 TEBP,PTGES3,reviewed,Homo sapiens (Human),Q15185
AP1G1 ADTG CLAPG1,AP1G1,reviewed,Homo sapiens (Human),O43747
C5 CPAMD4,C5,reviewed,Homo sapiens (Human),P01031
PSMB8 PSM8,PSMB8,unreviewed,Homo sapiens (Human),X5D2R7
PSMD10,PSMD10,unreviewed,Homo sapiens (Human),B1AJY7
ERP29 C12orf8 ERP28,ERP29,reviewed,Homo sapiens (Human),P30040
TXNRD1,TXNRD1,unreviewed,Homo sapiens (Human),E9PIR7
EHD1,EHD1,unreviewed,Homo sapiens (Human),C9J2Z4
GPNMB HGFIN NMB UNQ1725/PRO9925,GPNMB,reviewed,Homo sapiens (Human),Q14956
ASPH BAH,ASPH,reviewed,Homo sapiens (Human),Q12797
HSD17B4 EDH17B4 SDR8C1,HSD17B4,reviewed,Homo sapiens (Human),P51659
MAT2B,MAT2B,unreviewed,Homo sapiens (Human),E5RJR3
ESD hCG_29992,ESD,unreviewed,Homo sapiens (Human),U3KQT1
ESD,ESD,reviewed,Homo sapiens (Human),P10768
P4HA1 P4HA,P4HA1,reviewed,Homo sapiens (Human),P13674
FAM3C,FAM3C,unreviewed,Homo sapiens (Human),C9JP35
ALDOA hCG_1811258,ALDOA,unreviewed,Homo sapiens (Human),J3KPS3
PDLIM1 CLIM1 CLP36,PDLIM1,reviewed,Homo sapiens (Human),O00151
VAT1,VAT1,reviewed,Homo sapiens (Human),Q99536
SUMF2,SUMF2,unreviewed,Homo sapiens (Human),C9JL30
ALPL,ALPL,reviewed,Homo sapiens (Human),P05186
PGM2L1 BM32A,PGM2L1,reviewed,Homo sapiens (Human),Q6PCE3
IQGAP2,IQGAP2,reviewed,Homo sapiens (Human),Q13576
SELENBP1 SBP,SELENBP1,reviewed,Homo sapiens (Human),Q13228
TKT,TKT,reviewed,Homo sapiens (Human),P29401
GMFB,GMFB,unreviewed,Homo sapiens (Human),G3V4P8
MANF ARMET ARP,MANF,reviewed,Homo sapiens (Human),P55145
PSMF1,PSMF1,unreviewed,Homo sapiens (Human),Q5QPM7
NAGK,NAGK,unreviewed,Homo sapiens (Human),H7C3G9
HK1,HK1,reviewed,Homo sapiens (Human),P19367
SEMA3B,SEMA3B,unreviewed,Homo sapiens (Human),B4DEK9
HSPB1,HSPB1,unreviewed,Homo sapiens (Human),C9J3N8
