Gene names,Gene names  (primary ),Status,Organism,Protein ID
ROCK2,ROCK2,unreviewed,Homo sapiens (Human),Q14DU5
ADAM10,ADAM10,unreviewed,Homo sapiens (Human),C9J9B4
TOP2A,TOP2A,unreviewed,Homo sapiens (Human),J3QR57
TRNT1,TRNT1,unreviewed,Homo sapiens (Human),F8W8C3
CUL1,CUL1,unreviewed,Homo sapiens (Human),A0A590UJR3
IKBKG,IKBKG,unreviewed,Homo sapiens (Human),A0A087WV30
RPL10A;NEDD6,RPL10A,reviewed,Homo sapiens (Human),P62906
IPO5,IPO5,unreviewed,Homo sapiens (Human),C9JZD8
H1-2;H1F2;HIST1H1C,H1-2,reviewed,Homo sapiens (Human),P16403
MFSD8,MFSD8,unreviewed,Homo sapiens (Human),A0A286YFE6
LGMN,LGMN,unreviewed,Homo sapiens (Human),G3V3Z4
PIGT,PIGT,unreviewed,Homo sapiens (Human),A0A1W2PR92
PPAN-P2RY11;hCG_2039996,PPAN-P2RY11,unreviewed,Homo sapiens (Human),A0A0B4J1V8
DBN1,DBN1,unreviewed,Homo sapiens (Human),D6R9Q9
MBNL1;EXP;KIAA0428;MBNL,MBNL1,reviewed,Homo sapiens (Human),Q9NR56
RARS2,RARS2,unreviewed,Homo sapiens (Human),H0Y450
RALA,RALA,unreviewed,Homo sapiens (Human),H7C3P7
SNX2,SNX2,unreviewed,Homo sapiens (Human),D6RC15
ARHGEF2,ARHGEF2,unreviewed,Homo sapiens (Human),V9GZ58
RPS29,RPS29,unreviewed,Homo sapiens (Human),A0A087WTT6
PIGT,PIGT,unreviewed,Homo sapiens (Human),A0A1W2PP57
PRKCD,PRKCD,unreviewed,Homo sapiens (Human),A0A494C125
YWHAE,YWHAE,unreviewed,Homo sapiens (Human),K7EM20
DMD,DMD,unreviewed,Homo sapiens (Human),A0A5H1ZRQ1
HNRNPM,HNRNPM,unreviewed,Homo sapiens (Human),M0QYL3
OTUD7B;RP11-212K13.2-003,OTUD7B,unreviewed,Homo sapiens (Human),Q5SZ59
UHRF2;NIRF;RNF107,UHRF2,reviewed,Homo sapiens (Human),Q96PU4
ACOT8,ACOT8,unreviewed,Homo sapiens (Human),E9PMC4
DEK;hCG_36749,DEK,unreviewed,Homo sapiens (Human),H0Y993
SNRPD1,SNRPD1,reviewed,Homo sapiens (Human),P62314
SGCE,SGCE,unreviewed,Homo sapiens (Human),A0A2R8Y5L4
LOC102724159,LOC102724159,unreviewed,Homo sapiens (Human),A0A0B4J2E5
CALR,CALR,unreviewed,Homo sapiens (Human),K7EJB9
FUS,FUS,unreviewed,Homo sapiens (Human),H3BPE7
NELFA,NELFA,unreviewed,Homo sapiens (Human),H7C2C7
ZC3H7A,ZC3H7A,unreviewed,Homo sapiens (Human),I3L3F9
LXN,LXN,reviewed,Homo sapiens (Human),Q9BS40
SCRN2,SCRN2,unreviewed,Homo sapiens (Human),J3KS57
FLNA;FLN;FLN1,FLNA,reviewed,Homo sapiens (Human),P21333
TP53I11,TP53I11,unreviewed,Homo sapiens (Human),U3KQ32
CLASP2,CLASP2,unreviewed,Homo sapiens (Human),C9J668
ACOT13;THEM2;HT012;PNAS-27,ACOT13,reviewed,Homo sapiens (Human),Q9NPJ3
NOL10,NOL10,unreviewed,Homo sapiens (Human),H7C1Z3
PDP1,PDP1,unreviewed,Homo sapiens (Human),E5RHB9
SLC25A11;SLC20A4,SLC25A11,reviewed,Homo sapiens (Human),Q02978
MRPL50,MRPL50,reviewed,Homo sapiens (Human),Q8N5N7
SEC16A,SEC16A,unreviewed,Homo sapiens (Human),X6RGP5
MEAK7,MEAK7,unreviewed,Homo sapiens (Human),H3BPI4
GLYR1,GLYR1,unreviewed,Homo sapiens (Human),K7ELL0
OCIAD1,OCIAD1,unreviewed,Homo sapiens (Human),D6RBC5
NOMO2,NOMO2,reviewed,Homo sapiens (Human),Q5JPE7
QKI,QKI,unreviewed,Homo sapiens (Human),F5GXS8
ABL1;ABL;JTK7,ABL1,reviewed,Homo sapiens (Human),P00519
NOC4L,NOC4L,reviewed,Homo sapiens (Human),Q9BVI4
SMAD5,SMAD5,unreviewed,Homo sapiens (Human),D6RIZ9
ATP5PF;ATP5A;ATP5J;ATPM,ATP5PF,reviewed,Homo sapiens (Human),P18859
SNW1,SNW1,unreviewed,Homo sapiens (Human),G3V3A4
DDX19A,DDX19A,unreviewed,Homo sapiens (Human),H3BP50
TXNRD1,TXNRD1,unreviewed,Homo sapiens (Human),E9PKD3
SPTAN1,SPTAN1,unreviewed,Homo sapiens (Human),A0A0D9SF54
CPSF1;CPSF160,CPSF1,reviewed,Homo sapiens (Human),Q10570
PAM,PAM,unreviewed,Homo sapiens (Human),H7BYD9
PHLDB1,PHLDB1,unreviewed,Homo sapiens (Human),A0A087WTZ7
MSH6,MSH6,unreviewed,Homo sapiens (Human),F8WAX8
RTN3;ASYIP;NSPL2,RTN3,reviewed,Homo sapiens (Human),O95197
LRRFIP1,LRRFIP1,unreviewed,Homo sapiens (Human),C9JTC6
ABCB8;MABC1;MITOSUR,ABCB8,reviewed,Homo sapiens (Human),Q9NUT2
RNF214,RNF214,unreviewed,Homo sapiens (Human),E9PN76
EIF3L;EIF3EIP;EIF3S6IP;HSPC021;HSPC025;MSTP005,EIF3L,reviewed,Homo sapiens (Human),Q9Y262
BET1,BET1,unreviewed,Homo sapiens (Human),A0A3B3IU16
RPF2,RPF2,unreviewed,Homo sapiens (Human),U3KQN5
PRKCA,PRKCA,unreviewed,Homo sapiens (Human),J3KRN5
UBE2K,UBE2K,unreviewed,Homo sapiens (Human),D6RDM7
CASP6;MCH2,CASP6,reviewed,Homo sapiens (Human),P55212
SPATA20,SPATA20,reviewed,Homo sapiens (Human),Q8TB22
EXOSC2;RRP4,EXOSC2,reviewed,Homo sapiens (Human),Q13868
VRK1,VRK1,unreviewed,Homo sapiens (Human),H0YJJ9
VKORC1;VKOR;MSTP134;MSTP576;UNQ308/PRO351,VKORC1,reviewed,Homo sapiens (Human),Q9BQB6
TRAPPC2L,TRAPPC2L,unreviewed,Homo sapiens (Human),A0A0B4J286
ARID1B,ARID1B,unreviewed,Homo sapiens (Human),A0A1B0GWJ2
PPFIBP1;KIAA1230,PPFIBP1,reviewed,Homo sapiens (Human),Q86W92
EIF4A1,EIF4A1,unreviewed,Homo sapiens (Human),J3QL43
SLC12A1,SLC12A1,unreviewed,Homo sapiens (Human),Q8IUN5
RPL35A,RPL35A,unreviewed,Homo sapiens (Human),C9K025
PRRC2C;BAT2D1;BAT2L2;KIAA1096;XTP2,PRRC2C,reviewed,Homo sapiens (Human),Q9Y520
PTRH1,PTRH1,unreviewed,Homo sapiens (Human),A0A096LP22
NPC2,NPC2,unreviewed,Homo sapiens (Human),G3V3D1
ARID1B,ARID1B,unreviewed,Homo sapiens (Human),H0Y2R3
PDLIM2,PDLIM2,unreviewed,Homo sapiens (Human),C9JS55
UGP2,UGP2,unreviewed,Homo sapiens (Human),E7EUC7
VIRMA;KIAA1429;MSTP054,VIRMA,reviewed,Homo sapiens (Human),Q69YN4
GSS,GSS,unreviewed,Homo sapiens (Human),A0A2R8Y4V9
TSPAN4,TSPAN4,unreviewed,Homo sapiens (Human),J3KQ42
PACS1;KIAA1175,PACS1,reviewed,Homo sapiens (Human),Q6VY07
NOL6,NOL6,reviewed,Homo sapiens (Human),Q9H6R4
MTSS2;MTSS1L,MTSS2,reviewed,Homo sapiens (Human),Q765P7
UROS,UROS,unreviewed,Homo sapiens (Human),A0A087X021
EHHADH,EHHADH,unreviewed,Homo sapiens (Human),C9JJE0
RAB23;HSPC137,RAB23,reviewed,Homo sapiens (Human),Q9ULC3
APBB2,APBB2,unreviewed,Homo sapiens (Human),D6RB55
LANCL1,LANCL1,unreviewed,Homo sapiens (Human),H7C2E3
TTC39B;C9orf52,TTC39B,reviewed,Homo sapiens (Human),Q5VTQ0
C1R,C1R,unreviewed,Homo sapiens (Human),F5H1N6
NEDD1,NEDD1,reviewed,Homo sapiens (Human),Q8NHV4
IL6ST,IL6ST,unreviewed,Homo sapiens (Human),D6RH03
WBP2,WBP2,unreviewed,Homo sapiens (Human),K7EIK1
CYBC1,CYBC1,unreviewed,Homo sapiens (Human),J3KSJ5
MYL12A,MYL12A,unreviewed,Homo sapiens (Human),J3KTJ1
RPLP1;RRP1,RPLP1,reviewed,Homo sapiens (Human),P05386
SMPD4;KIAA1418;SKNY,SMPD4,reviewed,Homo sapiens (Human),Q9NXE4
TMEM185A;FAM11A;hCG_1999996,TMEM185A,unreviewed,Homo sapiens (Human),B3KY49
LRBA;BGL;CDC4L;LBA,LRBA,reviewed,Homo sapiens (Human),P50851
IVD,IVD,unreviewed,Homo sapiens (Human),A0A0S2Z4K7
ATP2B4;ATP2B2;MXRA1,ATP2B4,reviewed,Homo sapiens (Human),P23634
SLC2A6,SLC2A6,unreviewed,Homo sapiens (Human),F2Z2F6
PCDHGA6,PCDHGA6,reviewed,Homo sapiens (Human),Q9Y5G7
USP7,USP7,unreviewed,Homo sapiens (Human),H3BUV0
PRKAR1A,PRKAR1A,unreviewed,Homo sapiens (Human),K7EPB2
GMPS,GMPS,reviewed,Homo sapiens (Human),P49915
DBNL;CMAP;SH3P7;PP5423,DBNL,reviewed,Homo sapiens (Human),Q9UJU6
EPB41L2,EPB41L2,unreviewed,Homo sapiens (Human),Q6R5J7
UBR4;KIAA0462;KIAA1307;RBAF600;ZUBR1,UBR4,reviewed,Homo sapiens (Human),Q5T4S7
ALDH1L1;FTHFD,ALDH1L1,reviewed,Homo sapiens (Human),O75891
IP6K1,IP6K1,unreviewed,Homo sapiens (Human),C9JNA8
STAT1,STAT1,unreviewed,Homo sapiens (Human),E7EPD2
LARP7,LARP7,unreviewed,Homo sapiens (Human),D6RFF0
MVP,MVP,unreviewed,Homo sapiens (Human),H3BPZ2
CDK5RAP3,CDK5RAP3,unreviewed,Homo sapiens (Human),J3KS63
AP2B1,AP2B1,unreviewed,Homo sapiens (Human),A0A087WU93
RWDD4;FAM28A;RWDD4A,RWDD4,reviewed,Homo sapiens (Human),Q6NW29
ATRIP;AGS1,ATRIP,reviewed,Homo sapiens (Human),Q8WXE1
KCNMA1,KCNMA1,unreviewed,Homo sapiens (Human),A0A1W2PP26
ITPRID2;CS1;KIAA1927;KRAP;SSFA2,ITPRID2,reviewed,Homo sapiens (Human),P28290
CALM2,CALM2,unreviewed,Homo sapiens (Human),E7EMB3
PFKP,PFKP,unreviewed,Homo sapiens (Human),Q5VSR5
GUK1,GUK1,unreviewed,Homo sapiens (Human),B1ANH5
MYO1C,MYO1C,unreviewed,Homo sapiens (Human),I3L3F5
GFUS,GFUS,unreviewed,Homo sapiens (Human),H0YE90
CAPN2,CAPN2,unreviewed,Homo sapiens (Human),C9JWY7
DPP8,DPP8,unreviewed,Homo sapiens (Human),H0YKA2
CD81,CD81,unreviewed,Homo sapiens (Human),E9PIF1
PRKAG1,PRKAG1,unreviewed,Homo sapiens (Human),F8VVA3
MRPL13,MRPL13,unreviewed,Homo sapiens (Human),E5RFI2
DNAJC10,DNAJC10,unreviewed,Homo sapiens (Human),A0A494C1G5
HPS5,HPS5,unreviewed,Homo sapiens (Human),F5H6Q8
SMAD5,SMAD5,unreviewed,Homo sapiens (Human),H0YAK7
BIRC6,BIRC6,unreviewed,Homo sapiens (Human),H7C094
RPSA,RPSA,unreviewed,Homo sapiens (Human),F8WD59
ITGAV,ITGAV,unreviewed,Homo sapiens (Human),H7BZG1
LSM8;hCG_14869,LSM8,unreviewed,Homo sapiens (Human),C9JIZ0
COPS7B,COPS7B,unreviewed,Homo sapiens (Human),J3QT95
NSA2;TINP1;HUSSY-29,NSA2,reviewed,Homo sapiens (Human),O95478
COPS2,COPS2,unreviewed,Homo sapiens (Human),H0YM03
ATL3,ATL3,reviewed,Homo sapiens (Human),Q6DD88
TMEM59,TMEM59,unreviewed,Homo sapiens (Human),Q5T704
PSMC2,PSMC2,unreviewed,Homo sapiens (Human),C9JLS9
RPS8,RPS8,unreviewed,Homo sapiens (Human),Q5JR95
SCFD1,SCFD1,unreviewed,Homo sapiens (Human),H0YJS6
PLCG1;PLC1,PLCG1,reviewed,Homo sapiens (Human),P19174
TCP1,TCP1,unreviewed,Homo sapiens (Human),F5H676
SNUPN,SNUPN,unreviewed,Homo sapiens (Human),H3BRI5
NUP93;KIAA0095,NUP93,reviewed,Homo sapiens (Human),Q8N1F7
TBCE,TBCE,unreviewed,Homo sapiens (Human),A0A2R8YE82
SFN;HME1,SFN,reviewed,Homo sapiens (Human),P31947
PARVA;MXRA2,PARVA,reviewed,Homo sapiens (Human),Q9NVD7
MOB3A,MOB3A,unreviewed,Homo sapiens (Human),K7ELS3
MRPL3,MRPL3,unreviewed,Homo sapiens (Human),H0Y9G6
PACSIN2,PACSIN2,reviewed,Homo sapiens (Human),Q9UNF0
NRP1,NRP1,unreviewed,Homo sapiens (Human),E7EX60
DDX5,DDX5,unreviewed,Homo sapiens (Human),J3KRZ1
PTK2,PTK2,unreviewed,Homo sapiens (Human),E5RH48
UGDH,UGDH,unreviewed,Homo sapiens (Human),E7ETF4
NSFL1C,NSFL1C,unreviewed,Homo sapiens (Human),F2Z2K0
TAPBP,TAPBP,unreviewed,Homo sapiens (Human),A0A0A0MSV9
PPIP5K2,PPIP5K2,unreviewed,Homo sapiens (Human),D6RFG4
RAB27A,RAB27A,unreviewed,Homo sapiens (Human),H3BUD9
LPCAT1;AYTL2;PFAAP3,LPCAT1,reviewed,Homo sapiens (Human),Q8NF37
SUN1,SUN1,unreviewed,Homo sapiens (Human),H7C2K3
PRMT5,PRMT5,unreviewed,Homo sapiens (Human),G3V5T6
ANXA6,ANXA6,unreviewed,Homo sapiens (Human),E5RJF5
GIGYF2,GIGYF2,unreviewed,Homo sapiens (Human),C9JHW1
SCPEP1,SCPEP1,unreviewed,Homo sapiens (Human),I3L4Z9
CNDP2,CNDP2,unreviewed,Homo sapiens (Human),J3KRJ8
CDK5RAP3,CDK5RAP3,unreviewed,Homo sapiens (Human),J3QQY1
GORASP2,GORASP2,unreviewed,Homo sapiens (Human),F8WEG2
CMTR1,CMTR1,unreviewed,Homo sapiens (Human),H0YCQ1
HLTF,HLTF,unreviewed,Homo sapiens (Human),H7C5K0
CELF1;CUGBP1;hCG_25183,CELF1,unreviewed,Homo sapiens (Human),G5EA30
EML3;hCG_20389,EML3,unreviewed,Homo sapiens (Human),B7WPE2
DAG1,DAG1,reviewed,Homo sapiens (Human),Q14118
SNX17,SNX17,unreviewed,Homo sapiens (Human),F8WAZ0
GTPBP10,GTPBP10,unreviewed,Homo sapiens (Human),F8WBY0
RPS19,RPS19,unreviewed,Homo sapiens (Human),M0QYF7
CUL5,CUL5,unreviewed,Homo sapiens (Human),E9PP19
SIL1,SIL1,unreviewed,Homo sapiens (Human),D6RIU8
EML3,EML3,unreviewed,Homo sapiens (Human),H0Y3M3
FARSA,FARSA,unreviewed,Homo sapiens (Human),K7ER16
DCN,DCN,unreviewed,Homo sapiens (Human),H0YI87
NME2;hCG_2001850,NME2,unreviewed,Homo sapiens (Human),F6XY72
FADS3,FADS3,unreviewed,Homo sapiens (Human),E9PS00
PNPT1,PNPT1,unreviewed,Homo sapiens (Human),H7C3C5
MRRF,MRRF,unreviewed,Homo sapiens (Human),X6RDS5
TBC1D13,TBC1D13,reviewed,Homo sapiens (Human),Q9NVG8
TCP1,TCP1,unreviewed,Homo sapiens (Human),F5GYL4
GSR,GSR,unreviewed,Homo sapiens (Human),H0YC68
COL16A1,COL16A1,unreviewed,Homo sapiens (Human),H7C3F0
EML1,EML1,unreviewed,Homo sapiens (Human),H0YJK4
KIFBP,KIFBP,unreviewed,Homo sapiens (Human),A0A0D9SFK7
NUDCD1;CML66,NUDCD1,reviewed,Homo sapiens (Human),Q96RS6
PFDN1,PFDN1,unreviewed,Homo sapiens (Human),D6RGG5
NDUFV1;UQOR1,NDUFV1,reviewed,Homo sapiens (Human),P49821
NUP62,NUP62,unreviewed,Homo sapiens (Human),M0QXN5
ANK2,ANK2,unreviewed,Homo sapiens (Human),A0A5F9ZH70
DSTN,DSTN,unreviewed,Homo sapiens (Human),F6RFD5
TARDBP,TARDBP,unreviewed,Homo sapiens (Human),A0A087WZM1
ZC3H14,ZC3H14,unreviewed,Homo sapiens (Human),A0A087WTC9
NDUFA13,NDUFA13,unreviewed,Homo sapiens (Human),U3KQP3
RECQL;RECQ1;RECQL1,RECQL,reviewed,Homo sapiens (Human),P46063
CHD1L;ALC1,CHD1L,reviewed,Homo sapiens (Human),Q86WJ1
HNRNPA1;HNRPA1,HNRNPA1,reviewed,Homo sapiens (Human),P09651
ATXN10,ATXN10,unreviewed,Homo sapiens (Human),A0A1W2PQD2
COG4,COG4,unreviewed,Homo sapiens (Human),E9PRT5
C1R,C1R,unreviewed,Homo sapiens (Human),A0A3B3ISR2
UBA2,UBA2,unreviewed,Homo sapiens (Human),K7ES38
TRPV2;VRL,TRPV2,reviewed,Homo sapiens (Human),Q9Y5S1
TMEM205,TMEM205,unreviewed,Homo sapiens (Human),K7EM09
SERPINB2,SERPINB2,unreviewed,Homo sapiens (Human),E7EPJ9
CNOT6;CCR4;CCR4a;KIAA1194,CNOT6,reviewed,Homo sapiens (Human),Q9ULM6
VPS45,VPS45,unreviewed,Homo sapiens (Human),A0A2R8YE10
NEDD8,NEDD8,unreviewed,Homo sapiens (Human),F8VSA6
RHOQ,RHOQ,unreviewed,Homo sapiens (Human),F8WET9
RBBP5;RBQ3,RBBP5,reviewed,Homo sapiens (Human),Q15291
RBM5,RBM5,unreviewed,Homo sapiens (Human),F8WE23
GOSR2,GOSR2,unreviewed,Homo sapiens (Human),A0A1W2PRV0
SLC38A10,SLC38A10,unreviewed,Homo sapiens (Human),H0YGS1
NOTCH3,NOTCH3,reviewed,Homo sapiens (Human),Q9UM47
SLIRP,SLIRP,unreviewed,Homo sapiens (Human),A0A087WUN7
STXBP4,STXBP4,unreviewed,Homo sapiens (Human),E7EPP7
ANP32A;C15orf1;LANP;MAPM;PHAP1,ANP32A,reviewed,Homo sapiens (Human),P39687
MX2,MX2,unreviewed,Homo sapiens (Human),C9JZQ9
AKT2,AKT2,unreviewed,Homo sapiens (Human),J3KSY8
HDAC2,HDAC2,unreviewed,Homo sapiens (Human),E5RHE7
FAM136A,FAM136A,unreviewed,Homo sapiens (Human),C9JF51
CPOX;CPO;CPX,CPOX,reviewed,Homo sapiens (Human),P36551
UBA5,UBA5,unreviewed,Homo sapiens (Human),E7EQ61
ANO10,ANO10,unreviewed,Homo sapiens (Human),C9JPY2
RMDN1,RMDN1,unreviewed,Homo sapiens (Human),H0YB03
COL4A1,COL4A1,unreviewed,Homo sapiens (Human),A0A3B3ISV3
ENSA,ENSA,reviewed,Homo sapiens (Human),O43768
PLAA,PLAA,unreviewed,Homo sapiens (Human),H0YAU9
TIMP3,TIMP3,reviewed,Homo sapiens (Human),P35625
ARPC4,ARPC4,unreviewed,Homo sapiens (Human),F8WDD7
ARHGEF2,ARHGEF2,unreviewed,Homo sapiens (Human),V9GYM8
SORBS2,SORBS2,unreviewed,Homo sapiens (Human),H7BZX1
TARS1,TARS1,unreviewed,Homo sapiens (Human),D6RBR8
NOTCH2,NOTCH2,unreviewed,Homo sapiens (Human),A0A494C1F1
KIAA1191,KIAA1191,unreviewed,Homo sapiens (Human),D6RF63
MPDZ,MPDZ,unreviewed,Homo sapiens (Human),F8WDQ8
MYADM;UNQ553/PRO1110,MYADM,reviewed,Homo sapiens (Human),Q96S97
PTGES2;C9orf15;PGES2,PTGES2,reviewed,Homo sapiens (Human),Q9H7Z7
PRKAG2,PRKAG2,unreviewed,Homo sapiens (Human),A0A494C026
ZNF598,ZNF598,unreviewed,Homo sapiens (Human),H3BR87
UQCRC2,UQCRC2,reviewed,Homo sapiens (Human),P22695
HADHB,HADHB,unreviewed,Homo sapiens (Human),C9K0M0
SLC3A2;hCG_2016598,SLC3A2,unreviewed,Homo sapiens (Human),J3KPF3
COMMD1,COMMD1,unreviewed,Homo sapiens (Human),H7C169
MAD1L1;MAD1;TXBP181,MAD1L1,reviewed,Homo sapiens (Human),Q9Y6D9
CEP290,CEP290,unreviewed,Homo sapiens (Human),A0A0A0MS86
PLXNA1;NOV;PLXN1,PLXNA1,reviewed,Homo sapiens (Human),Q9UIW2
MRPL4,MRPL4,unreviewed,Homo sapiens (Human),X6RAY8
GMPR2,GMPR2,unreviewed,Homo sapiens (Human),H0YMW6
EPB41L2,EPB41L2,reviewed,Homo sapiens (Human),O43491
BZW1;5MP2;BZAP45;KIAA0005,BZW1,reviewed,Homo sapiens (Human),Q7L1Q6
DTNBP1,DTNBP1,unreviewed,Homo sapiens (Human),D6RID1
CAPNS1,CAPNS1,unreviewed,Homo sapiens (Human),K7EIV0
HDLBP,HDLBP,unreviewed,Homo sapiens (Human),C9JZI8
GMPR2,GMPR2,unreviewed,Homo sapiens (Human),H0YMR9
CD44,CD44,unreviewed,Homo sapiens (Human),H0YD90
PLOD3,PLOD3,unreviewed,Homo sapiens (Human),H7C2S8
CAPRIN1,CAPRIN1,unreviewed,Homo sapiens (Human),E9PLA9
RPS2,RPS2,unreviewed,Homo sapiens (Human),E9PMM9
TBCE;hCG_23762,TBCE,unreviewed,Homo sapiens (Human),A0A2U3TZJ6
SNRPD2,SNRPD2,unreviewed,Homo sapiens (Human),K7EJB5
OTUD4;HIN-1;KIAA1046,OTUD4,reviewed,Homo sapiens (Human),Q01804
SLC4A7,SLC4A7,unreviewed,Homo sapiens (Human),C9JRP1
LAMA5,LAMA5,unreviewed,Homo sapiens (Human),A0A087WYH7
SMTN,SMTN,unreviewed,Homo sapiens (Human),B5MCI0
GSS,GSS,unreviewed,Homo sapiens (Human),A0A2R8Y446
LDAH,LDAH,unreviewed,Homo sapiens (Human),C9JHU6
HMGN1,HMGN1,unreviewed,Homo sapiens (Human),H7BXJ5
OGFOD1,OGFOD1,unreviewed,Homo sapiens (Human),A0A0A0MTR2
IKBKG;FIP3;NEMO,IKBKG,reviewed,Homo sapiens (Human),Q9Y6K9
MAP3K4;KIAA0213;MAPKKK4;MEKK4;MTK1,MAP3K4,reviewed,Homo sapiens (Human),Q9Y6R4
SON,SON,unreviewed,Homo sapiens (Human),H7C257
MIA2,MIA2,unreviewed,Homo sapiens (Human),G3V599
DNAJC19;TIM14;TIMM14,DNAJC19,reviewed,Homo sapiens (Human),Q96DA6
SSB,SSB,unreviewed,Homo sapiens (Human),E7ERC4
SMCHD1,SMCHD1,unreviewed,Homo sapiens (Human),A0A2R8YCU7
MTFR1L,MTFR1L,unreviewed,Homo sapiens (Human),C9JF50
RAB18,RAB18,unreviewed,Homo sapiens (Human),A0A087X163
FSTL1;FRP,FSTL1,reviewed,Homo sapiens (Human),Q12841
SUN1,SUN1,unreviewed,Homo sapiens (Human),C9JK55
CLTC,CLTC,unreviewed,Homo sapiens (Human),J3KSQ2
U2AF1;U2AF35;U2AFBP;FP793,U2AF1,reviewed,Homo sapiens (Human),Q01081
DDRGK1;C20orf116;UFBP1,DDRGK1,reviewed,Homo sapiens (Human),Q96HY6
PYGL,PYGL,reviewed,Homo sapiens (Human),P06737
MRPL23;L23MRP;RPL23L,MRPL23,reviewed,Homo sapiens (Human),Q16540
TBL3,TBL3,unreviewed,Homo sapiens (Human),H3BN88
DMD,DMD,unreviewed,Homo sapiens (Human),H0Y304
ALDOA,ALDOA,unreviewed,Homo sapiens (Human),H3BPS8
USE1,USE1,unreviewed,Homo sapiens (Human),M0QYT5
SMG8;ABC2;C17orf71,SMG8,reviewed,Homo sapiens (Human),Q8ND04
CMTR1;FTSJD2;KIAA0082;MTR1,CMTR1,reviewed,Homo sapiens (Human),Q8N1G2
CNP,CNP,unreviewed,Homo sapiens (Human),K7EN66
NQO2,NQO2,unreviewed,Homo sapiens (Human),A2A2U4
FLII,FLII,unreviewed,Homo sapiens (Human),J3KS39
ACSL3,ACSL3,unreviewed,Homo sapiens (Human),C9JC11
IFI16,IFI16,unreviewed,Homo sapiens (Human),H3BM18
WDR81,WDR81,unreviewed,Homo sapiens (Human),C9JCF9
KRI1,KRI1,unreviewed,Homo sapiens (Human),F8WFC1
IQGAP2,IQGAP2,reviewed,Homo sapiens (Human),Q13576
DOCK9,DOCK9,unreviewed,Homo sapiens (Human),A0A0A0MSY4
SMCHD1,SMCHD1,unreviewed,Homo sapiens (Human),A0A2R8YE92
TNFAIP8L3,TNFAIP8L3,unreviewed,Homo sapiens (Human),A0A1B0GTK8
SLC2A10;GLUT10,SLC2A10,reviewed,Homo sapiens (Human),O95528
PNPLA8,PNPLA8,unreviewed,Homo sapiens (Human),C9JAX4
NDUFV1,NDUFV1,unreviewed,Homo sapiens (Human),E9PPS5
UQCC2,UQCC2,unreviewed,Homo sapiens (Human),V5IRT4
SLFN5,SLFN5,reviewed,Homo sapiens (Human),Q08AF3
NUP35,NUP35,unreviewed,Homo sapiens (Human),F8WEL4
COG8,COG8,unreviewed,Homo sapiens (Human),H3BSH5
PPP4R3A,PPP4R3A,unreviewed,Homo sapiens (Human),G3V231
PFDN6,PFDN6,unreviewed,Homo sapiens (Human),A2AB88
FTSJ3,FTSJ3,unreviewed,Homo sapiens (Human),J3QSE2
CAPN1;CANPL1;PIG30,CAPN1,reviewed,Homo sapiens (Human),P07384
BICD2;KIAA0699,BICD2,reviewed,Homo sapiens (Human),Q8TD16
APBB2,APBB2,unreviewed,Homo sapiens (Human),D6RB00
KRAS,KRAS,unreviewed,Homo sapiens (Human),G3V5T7
MRPS7,MRPS7,unreviewed,Homo sapiens (Human),J3QQS1
HSD17B4,HSD17B4,unreviewed,Homo sapiens (Human),E7ER27
HNRNPM,HNRNPM,unreviewed,Homo sapiens (Human),M0QYQ7
RCN3;UNQ239/PRO272,RCN3,reviewed,Homo sapiens (Human),Q96D15
BSG;UNQ6505/PRO21383,BSG,reviewed,Homo sapiens (Human),P35613
AP2S1,AP2S1,unreviewed,Homo sapiens (Human),M0QYZ2
DECR2;hCG_2039398,DECR2,unreviewed,Homo sapiens (Human),G3V0I9
MX2,MX2,reviewed,Homo sapiens (Human),P20592
ITM2C;BRI3;hucep-14;NPD018;PSEC0047,ITM2C,reviewed,Homo sapiens (Human),Q9NQX7
PRKAG2,PRKAG2,unreviewed,Homo sapiens (Human),A0A494C094
CCAR1;CARP1;DIS,CCAR1,reviewed,Homo sapiens (Human),Q8IX12
SAMHD1,SAMHD1,unreviewed,Homo sapiens (Human),A0A2R8YF18
CRYZ,CRYZ,unreviewed,Homo sapiens (Human),A6NP24
BOLA2-SMG1P6,BOLA2-SMG1P6,unreviewed,Homo sapiens (Human),H3BTW0
SEC61G,SEC61G,reviewed,Homo sapiens (Human),P60059
AKR1D1;SRD5B1,AKR1D1,reviewed,Homo sapiens (Human),P51857
MAP3K7;TAK1,MAP3K7,reviewed,Homo sapiens (Human),O43318
GSDME,GSDME,unreviewed,Homo sapiens (Human),H7C147
RNMT,RNMT,unreviewed,Homo sapiens (Human),K7EPP5
CAMK2B,CAMK2B,unreviewed,Homo sapiens (Human),E9PBE8
PSMA4,PSMA4,unreviewed,Homo sapiens (Human),H0YL69
PAK2,PAK2,unreviewed,Homo sapiens (Human),H7C1X3
ACOX1,ACOX1,unreviewed,Homo sapiens (Human),K7ENF1
MTDH,MTDH,unreviewed,Homo sapiens (Human),H0YBE0
COL12A1,COL12A1,unreviewed,Homo sapiens (Human),D6RGG3
PTPRM,PTPRM,unreviewed,Homo sapiens (Human),Q49AC9
OCIAD1,OCIAD1,unreviewed,Homo sapiens (Human),D6RC55
ATP1A1,ATP1A1,reviewed,Homo sapiens (Human),P05023
MAGED2;BCG1,MAGED2,reviewed,Homo sapiens (Human),Q9UNF1
