"id" "Protein IDs" "Protein names" "Gene names" "Set1_D0-1" "Set1_D3-1" "Set1_D7-3" "Set1_D14-3" "Set1_reference" "Set2_D0-2" "Set2_D3-2" "Set2_D7-2" "Set2_D14-2" "Set2_reference" "Set3_D0-3" "Set3_D3-3" "Set3_D7-1" "Set3_D14-1" "Set3_reference"
5975 "B1AH99;P35579;Q5BKV1" "Myosin-9" "MYH9" 9681304.45185386 9809775.81954993 10168188.1433812 9532645.91832969 9807437.20937525 8864674.50549896 9044679.94718199 8712642.17803966 10501688.2371296 9807437.20937525 9748295.00687815 10989842.5848292 10735227.9659018 8705845.10415779 9807437.20937525
5976 "P35580" "Myosin-10" "MYH10" 832777.085085434 863235.454863644 847684.126574084 846902.666206384 873367.013699503 962103.740133364 969928.63049754 874353.631830263 858567.949156546 873367.013699503 848796.992321742 876920.109890992 852510.579476716 871033.85617162 873367.013699503
5977 "H0Y938;P35606;H0YAC7" "Coatomer subunit beta" "COPB2" 1183202.87310761 1197011.56408129 1154065.59960543 1135482.74151964 1217210.54717503 1265569.9076065 1203628.06651111 1205336.43373396 1210374.27886424 1217210.54717503 1254344.3171213 1296905.35715945 1252338.18831417 1176269.85852902 1217210.54717503
5978 "B1APM4;P35610" "Sterol O-acyltransferase 1" "SOAT1" 212621.401142952 200910.699214454 183571.223328371 187166.715703933 185903.939071668 210282.903338218 192244.207500616 184126.414785167 170233.188803226 185903.939071668 178535.107260519 158248.428350923 165576.388805235 174583.432855148 185903.939071668
5981 "P35613;A0A2R8YDZ0;A0A087WUV8;A0A087X2B5;I3L192" "Basigin" "BSG" 334577.027835117 340679.68171704 359215.101175047 381239.072918927 361840.395816785 334145.288398888 390204.367304246 358254.197838403 392568.715589864 361840.395816785 382764.583575251 390927.868335251 357264.249565322 379652.994694783 361840.395816785
5982 "P35625" "Metalloproteinase inhibitor 3" "TIMP3;Timp3" 207950.462566656 125878.936856927 94743.2425940095 94873.9273329624 126521.767968977 149345.194112177 98340.8289488179 103707.244757958 118309.651431953 126521.767968977 187008.224670313 152550.714724762 121172.187914076 112543.328723849 126521.767968977
5983 "H3BNZ4;H3BPE7;P35637" "RNA-binding protein FUS" "FUS" 409089.382344698 352179.230134152 344328.424199466 297852.440822667 322944.189208092 382267.949138626 332303.314265874 330309.852530216 258590.348722996 322944.189208092 348342.410272889 295847.570479121 275808.714809822 279958.434192031 322944.189208092
5984 "A0A494C104;B7ZAV2;A0A494BZU9;A0A494C1F2;P35658;A0A494C0J0;E9PS86;E9PKD2;A0A0A0MSW3;H0YF36;H0Y837;H0YDS4;A0A494C0Y1" "Nuclear pore complex protein Nup214" "NUP214" 349276.032942418 329367.312417019 310200.171043844 299677.014141476 310104.716710377 326445.222859948 325487.725577142 312060.216043655 268438.916815797 310104.716710377 308754.631760136 310716.559522108 283140.317424068 302571.791244024 310104.716710377
5988 "P35790" "Choline kinase alpha" "CHKA" 28359.0025593379 30180.7440802238 26340.0590041928 22091.1188681097 22068.6997359625 24322.5021933975 22216.0722130531 22701.2723170278 20824.5206212804 22068.6997359625 23978.0906626481 22600.3584568265 19265.2727519942 21647.2194826061 22068.6997359625
5989 "P35813;E9PJN3;E9PL75;E9PKB5" "Protein phosphatase 1A" "PPM1A;Ppm1a" 97610.2122145684 96077.5811007763 96619.7827983624 106468.606978027 95363.017910074 92519.9702522148 96468.8943083786 96905.5830225994 96669.7805918642 95363.017910074 97336.6852969315 102624.631663658 96428.1497888418 99641.1552280496 95363.017910074
5992 "P35869;A0A1B0GVI7" "Aryl hydrocarbon receptor" "AHR" 96784.8842919394 87216.8076565379 96380.9272491063 91730.2775247067 92523.1866575315 85862.1881522425 92997.5352990422 105235.546406464 96279.5416838917 92523.1866575315 84827.6938959939 95349.4790497191 90666.9820289407 86180.4372904461 92523.1866575315
5993 "Q8TB92;B7Z212;P35914;H0Y2L7;G5E9S9;B7Z4D4" "Hydroxymethylglutaryl-CoA lyase, mitochondrial" "HMGCL" 140718.252862892 148096.79470416 174033.93369387 191127.419559377 162086.688938332 170791.791812079 157746.019531965 157803.373650531 188899.033918443 162086.688938332 147169.626442508 158430.438129979 166304.871904285 191357.224879946 162086.688938332
5997 "P36269" "Gamma-glutamyltransferase 5;Gamma-glutamyltransferase 5 heavy chain;Gamma-glutamyltransferase 5 light chain" "GGT5" 22591.5276611034 35011.5380011128 45585.3789470273 60361.2513583401 36828.0917081069 37453.1734919984 27062.3378978897 28317.9868057913 46729.8641812214 36828.0917081069 24873.566439487 38127.7639846546 51395.4126022038 23848.7329034048 36828.0917081069
5999 "P36383;K7ERH3;Q5H9P2" "Gap junction gamma-1 protein" "GJC1;DKFZp686P0738" 13862.955283112 12716.5901055708 9326.85103367848 8294.28231300183 10138.3509901131 14935.6733294444 11685.8984330621 8103.59533128492 6768.64943383628 10138.3509901131 12306.05969771 7803.26647903713 9184.14599798502 7159.81254324543 10138.3509901131
6000 "V9GYD0;P36404" "ADP-ribosylation factor-like protein 2" "ARL2;ARL2-SNX15;Arl2" 130755.831086201 134832.395609072 132174.181059918 123887.709776806 124572.075623549 122707.184491784 129568.543499674 130211.144717878 117815.178870524 124572.075623549 103837.59183257 110298.587786219 109899.588624934 129795.801526271 124572.075623549
6001 "P36405" "ADP-ribosylation factor-like protein 3" "ARL3" 164111.354439917 158833.436546233 146947.374702062 140174.633170952 155266.539404703 174027.731629669 148686.380833531 160754.691145105 147518.23565997 155266.539404703 162625.83869041 145402.040931983 154180.700734178 149684.802644655 155266.539404703
6002 "P36406" "E3 ubiquitin-protein ligase TRIM23" "TRIM23;Trim23" 53950.9673305584 49276.3940968562 49740.0293270048 49040.9803019414 44161.9253333222 45812.2758426471 48316.7639444812 49259.7132407295 36758.0870588945 44161.9253333222 54625.7620466337 50959.4721633827 49143.1985955593 56198.799057073 44161.9253333222
6004 "G5E9C7;M0R1B6;P36507" "Dual specificity mitogen-activated protein kinase kinase 2" "MAP2K2" 388734.037437458 405978.879293678 396816.859507782 391320.646490884 401190.178401691 383637.034886375 412741.564777639 407293.779900135 426638.449252996 401190.178401691 390188.976845054 437604.832885805 445593.935103197 398512.65804073 401190.178401691
6005 "P36542" "ATP synthase subunit gamma, mitochondrial" "ATP5C1" 384553.327576551 368242.180062776 406405.515908498 406534.832544936 399814.380976127 387580.799744897 389859.231864962 399925.035910721 418494.878732955 399814.380976127 404614.340842213 385976.326240346 391290.969449154 449401.795913435 399814.380976127
6006 "Q96A05;C9J8H1;P36543" "V-type proton ATPase subunit E 1" "ATP6V1E1;Atp6v1e1" 364400.475536615 364697.421039523 365478.265169096 395035.93751932 362825.775636818 362504.214737579 348268.957171407 333593.513105362 420406.009465506 362825.775636818 358833.329236678 373067.155352145 391184.470204411 382150.828594231 362825.775636818
6007 "H0YA22;D6RER6;P36551" "Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial" "CPOX" 129332.001154499 138478.387982391 119493.788138898 149336.816589238 133705.473040847 122993.539323364 123666.199087593 128731.606008832 154232.378593694 133705.473040847 134566.953357694 141477.419580248 137382.586046143 139704.765385793 133705.473040847
6008 "H3BU31;P36578;H3BM89" "60S ribosomal protein L4" "RPL4;Rpl4" 1061820.06426787 1029622.51470382 971083.415547542 869264.147633642 979205.403011561 1066832.97500215 1028921.55496609 1035144.72361538 796763.877330486 979205.403011561 1048667.93076575 974902.474456064 954106.462643407 912017.068957133 979205.403011561
6009 "P36639" "7,8-dihydro-8-oxoguanine triphosphatase" "NUDT1" 32507.509821749 32315.4346272798 25305.475837872 24550.6248455232 26806.4731375765 28170.0677205181 28919.4640488782 25914.9757232401 27540.2941153081 26806.4731375765 22945.7290170286 26726.7005253573 28405.7418436085 23350.4767985217 26806.4731375765
6010 "P36871;A0A3B3ITK7" "Phosphoglucomutase-1" "PGM1" 635965.571172794 636076.080421634 680110.104963479 832797.339537959 734298.116329107 696589.151164683 753668.063245135 776619.599461866 802595.475634514 734298.116329107 671635.59644621 739705.298591084 728328.759774805 930378.129023779 734298.116329107
6013 "P36915;A2AB27;A0A140T8Y2" "Guanine nucleotide-binding protein-like 1" "GNL1;Gnl1" 132650.240913953 131098.343145121 133536.448097303 133256.035020448 138352.350320568 139503.419275641 145338.080352326 133594.319315592 138125.830481184 138352.350320568 133230.958486925 128754.043740658 138294.143312176 145186.021934497 138352.350320568
6014 "F5H6F8;P36941" "Tumor necrosis factor receptor superfamily member 3" "LTBR" 22912.9098078434 25294.3826329126 22403.9810132359 20438.6906274874 20282.9087474513 26375.1908402241 18401.8649466186 18667.05035098 14781.9129428512 20282.9087474513 20598.1686143723 20906.7633932998 20145.4183522353 19299.6117582984 20282.9087474513
6017 "G3V5M3;P36957;G3V3F0;H0YJF9;Q86SW4" "Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial" "DLST" 364912.990629856 322477.745240926 305723.661869563 405413.12147339 356200.157618904 367718.482414954 389078.675065681 356131.021181401 371360.811849423 356200.157618904 389431.462167714 354851.893920272 349750.982951899 371571.53607215 356200.157618904
6020 "H0YLA2;P37108" "Signal recognition particle 14 kDa protein" "SRP14;Srp14" 299466.249913995 278755.691388169 243884.421950592 248085.348140704 249378.89588504 278292.660932946 248237.236657372 257259.29523997 207756.957422133 249378.89588504 273226.166589462 235642.694546358 211303.650452285 234006.247670011 249378.89588504
6021 "P37173" "TGF-beta receptor type-2" "TGFBR2" 90290.8243878778 125501.020452281 95851.2616606244 70399.3861909194 96399.4566169581 112829.574422653 94055.2541708589 90372.5705349982 83135.6985193945 96399.4566169581 94161.6753099258 108179.880934222 113780.736366725 74461.6181454472 96399.4566169581
6022 "E5RIG4;E5RI95;E5RGA9;E5RK89;E5RGZ0;E9PC71;P37235;P61601;E5RHE8;E5RIA5;E5RI78;C9JW46;A0A1B0GXG3;H7BZC1;E5RJJ6;E5RFL9;E5RIZ1;E5RJT1;E5RHC8" "Hippocalcin-like protein 1" "HPCAL1;Hpcal1" 68981.5424216504 80738.4929474815 86892.7304151388 103605.026682561 86433.8660623732 71646.3231979084 69323.6408675051 93996.0855641234 128324.866732228 86433.8660623732 82167.6150095249 83538.198986972 88176.1961372588 111131.424457302 86433.8660623732
6023 "P37268;E9PJG4;E9PNM1;E9PS69;A0A1W2PQ47" "Squalene synthase" "FDFT1" 115884.372722042 152632.474626211 152428.367994287 88535.1901702107 109592.644671549 145533.177502186 74976.396299326 116948.759733021 88298.9865539408 109592.644671549 111720.404532713 86037.1168836427 113791.006639793 77039.0469734094 109592.644671549
6027 "E9PM01;E9PKI8;F2Z393;P37837" "Transaldolase" "TALDO1" 1034831.32842138 932952.882676473 920770.617157449 863819.171231878 914514.837895645 991499.304453469 936022.845315215 934831.705261992 816218.913601302 914514.837895645 942366.040358319 915607.991135259 856592.392152231 844533.713714327 914514.837895645
6028 "P37840" "Alpha-synuclein" "SNCA" 24424.6677412044 28522.9807481249 34066.460894227 42455.6398423147 32382.6277052466 28030.2668999868 26975.3331327605 27467.2833952914 42188.0067224093 32382.6277052466 38139.8912471216 29513.4635504572 33514.4189801331 32408.9001310207 32382.6277052466
6030 "M0QY67;P38117" "Electron transfer flavoprotein subunit beta" "ETFB" 315492.770180514 362458.842586833 385644.439875071 415208.354504817 372514.808962761 347084.86428008 385251.094285692 382377.06402913 404320.512111266 372514.808962761 334088.91886574 367351.862981914 369269.191013641 418364.716850147 372514.808962761
6032 "F8WDU9;P38435" "Vitamin K-dependent gamma-carboxylase" "GGCX" 61289.6636990675 55012.9418514757 54986.2497695935 58320.2075112118 55005.6630110075 53976.8884485509 54837.9428398258 55291.395707236 58537.1646287502 55005.6630110075 53703.4071828481 54292.6984562512 56516.2968000411 57097.9056931435 55005.6630110075
6034 "C9JA17;C9JVW8;P38606" "V-type proton ATPase catalytic subunit A" "ATP6V1A" 1013890.39565284 985796.211187785 1011095.44730972 1109854.62093791 1019021.33783136 975413.524007346 1020287.82881096 974267.380029583 1099972.64104328 1019021.33783136 993176.967535166 1052794.64315897 1055410.78307868 1022752.64237275 1019021.33783136
6035 "A0A3B3ITI4;P38646;D6RCD7" "Stress-70 protein, mitochondrial" "HSPA9" 1914628.01599199 1604728.63314838 1598536.68643227 1785861.27832495 1706412.5518157 1938137.74274805 1818657.82612221 1670975.68265001 1493188.97604482 1706412.5518157 1793457.89676755 1508344.48607462 1446841.45992166 1874060.40555801 1706412.5518157
6039 "I3L3H2;P38919" "Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed" "EIF4A3" 415112.204655733 387150.822679347 383503.279565466 379294.235311451 376412.110877936 407667.041158425 372418.51463562 378466.390088977 346803.938948391 376412.110877936 391080.228950676 360314.64376825 341273.044159309 383341.798392309 376412.110877936
6043 "A0A075B6E2;M0QYF7;M0R140;M0R2L9;P39019" "40S ribosomal protein S19" "RPS19;Rps19;LOC100362339;Rps19l1;LOC687298" 736120.542843467 685383.758281494 694504.031613735 618415.727968867 662942.498487192 747456.140383593 668483.098001891 683829.841254628 585473.623645241 662942.498487192 692491.662698813 635545.142431276 646135.662196725 614002.63018657 662942.498487192
6044 "B5MCW2;G5E9G0;H7C422;P39023;H7C3M2" "60S ribosomal protein L3" "RPL3" 933873.340711158 889972.548801132 830968.286571927 798095.312052531 845288.830835664 917839.433223397 825371.989551706 830734.126329534 747220.707588814 845288.830835664 868963.718089721 788252.395446699 813078.505037353 773763.603280595 845288.830835664
6045 "H7C457;H7BXV5;P39060" "Collagen alpha-1(XVIII) chain;Endostatin" "COL18A1" 41811.147294358 51457.6655706692 72767.42497217 78718.9881726155 74284.8441570314 64962.7634370309 70246.1803930185 81152.7285854237 91589.0188563713 74284.8441570314 69083.6007747934 82926.582376305 81037.0077846274 79749.6066535739 74284.8441570314
6047 "H0YN26;P39687;O95626;H7BZ09" "Acidic leucine-rich nuclear phosphoprotein 32 family member A" "ANP32A" 127003.471767534 130092.247411739 125096.172023706 149298.956140467 127568.512539986 113404.48131027 116492.477623606 128894.009378067 124770.904187347 127568.512539986 119944.943107398 114627.49834848 110367.037488077 137306.485707456 127568.512539986
6048 "P39748;I3L3E9;F5H1Y3" "Flap endonuclease 1" "FEN1" 248402.020363185 234221.110971771 187819.941243874 193622.054865616 210548.297295589 235757.654964128 230270.946118002 214556.694549705 138389.938877883 210548.297295589 232962.339899907 201999.007364041 176866.970690305 178593.840610118 210548.297295589
6050 "B8ZZL6;E7ENU9;H7C0X8;P40121" "Macrophage-capping protein" "CAPG" 605565.669903974 618969.789731566 649046.1931956 695724.300691212 631961.690444429 531785.369376516 552145.701071695 552172.883401128 726530.444945822 631961.690444429 591577.583690633 602278.832464477 658602.598791025 581294.291403678 631961.690444429
6051 "A0A087WZ15;P40123;F8WEW0;B7Z385;A0A087X0J3" "Adenylyl cyclase-associated protein 2;Adenylyl cyclase-associated protein" "CAP2" 270562.315529946 296089.298040044 249065.86546541 240503.496663186 258045.282081668 262266.528411991 259130.35108837 223807.918078969 268071.113675796 258045.282081668 281401.134482606 283417.703627843 271343.89414837 212173.475603985 258045.282081668
6052 "P40189;Q5FC05;D6RH03" "Interleukin-6 receptor subunit beta" "IL6ST" 154028.031449382 183324.831879036 152701.55936252 121233.388658082 156921.834856813 240902.391727659 140505.961456595 143258.839165548 123568.302610926 156921.834856813 155396.483216271 163895.54092883 147665.773747719 120190.373599396 156921.834856813
6054 "P40222" "Alpha-taxilin" "TXLNA;Txlna" 505496.401538634 500646.370938878 500841.261578709 414728.694268791 467068.216014269 525073.696862867 426289.271623825 470445.88706838 385757.352344183 467068.216014269 481899.517277994 472578.242861535 460939.869961278 428281.30894648 467068.216014269
6055 "J3KRI6;P40227" "T-complex protein 1 subunit zeta" "CCT6A" 922516.760709205 881931.495782387 885499.140784438 857689.890301141 873375.337640649 913775.040513688 885990.906665095 877187.295111349 856720.20429206 873375.337640649 873200.252966301 833436.729952722 864732.601469678 862592.239424775 873375.337640649
6058 "P40261" "Nicotinamide N-methyltransferase" "NNMT" 309052.302707983 488536.084340761 817643.269308876 976542.081350704 554162.597722021 322151.295257193 538575.247558878 580531.516278712 881692.154283373 554162.597722021 396842.347312156 651866.688900961 705912.482031461 678019.08842462 554162.597722021
6059 "J3QL48;P40306;J3QQN1" "Proteasome subunit beta type-10" "PSMB10" 108876.639436152 118047.691651708 104559.324098434 116826.93398365 106940.300692765 95993.0648464991 114217.209719528 107261.768419993 118584.722613459 106940.300692765 110383.905485922 105556.595927934 106115.360579271 114687.961951387 106940.300692765
6063 "A0A096LPE0;M0QZU1;Q8J015;M0QYS1;Q6NVV1;P40429" "60S ribosomal protein L13a" "RPL13A;RPL13a" 575558.132838336 557973.289917561 523576.52630312 495332.03638711 541030.56269057 561009.117158965 561044.594482493 557899.774728133 494066.052463628 541030.56269057 599680.092409845 552267.896561829 546912.259406915 508417.970815299 541030.56269057
6064 "P40616;F8VP63;F8VP99;F8VYN9;F8W1Z8;B4DZG7" "ADP-ribosylation factor-like protein 1" "ARL1;Arl1" 174264.177161035 165785.610000253 157123.252739771 176850.218678354 166235.97919731 171721.213334495 163763.59973538 158200.268547233 169142.093910336 166235.97919731 172546.134231899 165029.790951754 177435.059557325 161105.459638089 166235.97919731
6065 "H0YLH2;H0YKV1;A0A075B720;H0YM17;H0YNL5;P40818;H0YM47" "Ubiquitin carboxyl-terminal hydrolase 8" "USP8" 189668.073463098 185139.137953143 186611.114649456 185769.155297764 182312.115681475 190425.361350664 184780.30556092 187981.530245838 163994.095129018 182312.115681475 197809.639266147 178932.835678014 180258.295904397 164517.553454181 182312.115681475
6066 "P40925;B8ZZ51;C9JF79;C9JRL4;A0A5K1VW95;C9JLV6;B9A041" "Malate dehydrogenase, cytoplasmic;Malate dehydrogenase" "MDH1" 701611.489649948 683232.021200828 739245.838546048 789455.72944208 718035.508966172 657943.621269328 694140.974385793 680357.21437062 783584.450976457 718035.508966172 719584.718002341 731117.074859109 731981.628769187 731325.218025368 718035.508966172
6067 "G3XAL0;P40926" "Malate dehydrogenase, mitochondrial;Malate dehydrogenase" "MDH2" 1010029.25141637 999187.472466778 990767.755167373 1216857.79461564 1057184.94189608 970803.50237816 1055966.23737118 1029321.99330936 1117291.35762907 1057184.94189608 1065461.66303831 1100157.25602565 1065266.60020315 1162941.34010644 1057184.94189608
6068 "C9JH72;F5H304;P40937" "Replication factor C subunit 5" "RFC5" 72221.7932669476 68053.8175935109 61819.3942046757 66868.6858128627 65622.8287931459 75876.9768741657 71331.9509535146 69232.7641702155 54151.7583931892 65622.8287931459 68263.4195884465 65086.2914541715 64095.1937169785 61356.3671322515 65622.8287931459
6069 "A0A087X270;P40938" "Replication factor C subunit 3" "RFC3;Rfc3" 22577.4051096757 18774.7713368534 13774.9352002532 12508.8108071232 15989.3838132739 17215.8280823242 18063.4090498379 20236.2506450134 13974.6442906616 15989.3838132739 20589.8145845395 18321.3648142974 15474.667944495 14547.7509128284 15989.3838132739
6070 "P41091;H7BZU1;Q2VIR3" "Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein" "EIF2S3;EIF2S3L" 539748.482741186 494219.947838977 487457.674722148 509258.639751588 515824.042809161 545606.222782756 531032.067402304 513197.223443315 513963.987907509 515824.042809161 552277.586771317 512661.752553397 497468.112999076 536078.309381096 515824.042809161
6071 "P41208" "Centrin-2" "CETN2;Cetn2" 67699.8606127688 70259.7457432617 71681.5478340621 76166.5096977673 70234.2360019705 74667.3446127295 69155.9621755485 77570.674308773 66636.2864967358 70234.2360019705 57117.0731980336 58798.0324926909 64865.4592357127 70531.3107405894 70234.2360019705
6072 "Q5SY38;P41214;A0A087X1L6" "Eukaryotic translation initiation factor 2D" "EIF2D" 74069.7086334292 68982.2203924662 74790.6631184286 75026.5688919789 71764.1193552174 73460.8650679543 76466.7052014988 71363.9863275226 71450.8494087798 71764.1193552174 78612.2689999046 67555.2628496191 69072.4298837708 63584.6506653781 71764.1193552174
6075 "P41226" "Ubiquitin-like modifier-activating enzyme 7" "UBA7" 232258.947596507 258899.560784677 242325.423029526 314145.882011365 265005.761766032 250193.68034599 270680.771946433 261790.085021285 259560.36545663 265005.761766032 285979.774113683 277938.030420273 277167.3325453 272076.839454698 265005.761766032
6076 "F8W808;H0Y8T0;P41227;Q9BSU3;A8MWP7" "N-alpha-acetyltransferase 10" "NAA10;Naa10" 196846.09007871 208469.998054121 215651.608033851 200764.289271398 205077.505398794 214030.329171589 221927.639718548 226983.829756697 188953.778115483 205077.505398794 225162.65888506 217694.040937735 200576.045828008 209379.958558178 205077.505398794
6078 "Q6NXS1;E7EMN6;P41236;E7EUI7" "Protein phosphatase inhibitor 2;Protein phosphatase inhibitor 2-like protein 3" "PPP1R2;PPP1R2P3" 16549.8706423056 16045.7593784416 18392.6378254397 20634.7698018056 17698.4763716635 18597.4403408671 19585.5855843099 19418.2088852259 29924.6784327884 17698.4763716635 12379.2502253967 14195.0387456526 13046.5596441479 17630.370204226 17698.4763716635
6079 "P41240;H3BN15;K7ENL8;H3BU69;H3BUM9" "Tyrosine-protein kinase CSK" "CSK;Csk" 257638.803580448 251695.621084849 245630.566489977 234858.257677296 236204.965262541 242025.102589483 230866.934703387 234406.327225289 218957.958141579 236204.965262541 252107.760485673 241244.495126395 235505.987663344 235662.658771 236204.965262541
6080 "P41250;F8WCK4;H7C443" "Glycine--tRNA ligase" "GARS" 1642359.70667792 1295418.74318749 1244594.26542354 1235462.68069867 1320558.97616017 1392029.82982565 1318328.29890671 1246393.90268481 1288244.7838927 1320558.97616017 1512184.8172508 1289206.8975655 1318144.58266652 1263588.44876497 1320558.97616017
6081 "P41252;A0A0A0MSX9;J3KR24" "Isoleucine--tRNA ligase, cytoplasmic" "IARS" 1075406.62871235 920672.985967479 974841.382870884 938744.138445267 962463.982787419 1018576.88727511 1007255.30101804 958132.221261372 884389.700652605 962463.982787419 1002147.16727039 890918.128359834 892829.271742771 977236.453890514 962463.982787419
6087 "P42025" "Beta-centractin" "ACTR1B" 119412.680881385 115518.505321802 116083.246928013 119789.584020854 120344.081547208 118014.184343862 123359.534239185 115819.80069965 128762.589490772 120344.081547208 122492.166461396 121720.933459965 121542.059062106 122959.620642354 120344.081547208
6089 "P42126;Q96DC0;H3BS70" "Enoyl-CoA delta isomerase 1, mitochondrial" "ECI1;DCI" 63380.8269991034 80024.3555774813 79931.0296422781 82721.9931754942 74215.5594927497 57152.7454906434 76765.7898580469 76748.4888186875 74458.4983226953 74215.5594927497 67585.7717997357 73409.0754773284 71539.7556694421 86108.6047543742 74215.5594927497
6090 "P42166" "Lamina-associated polypeptide 2, isoform alpha;Thymopoietin;Thymopentin" "TMPO" 291108.348144393 258623.799821766 229736.168736107 224582.091462071 235775.333068862 252853.449241478 242156.832310185 227683.434593225 189496.394198999 235775.333068862 243942.124667104 181648.123218807 169819.894765167 226856.322236675 235775.333068862
6091 "P42167;H0YJH7;G5E972" "Lamina-associated polypeptide 2, isoforms beta/gamma;Thymopoietin;Thymopentin;Lamina-associated polypeptide 2, isoform beta" "TMPO;Tmpo" 165508.794673641 167135.342984496 166027.801710876 149942.44899239 159488.693975651 173578.584805449 179927.155991668 161657.573206521 128315.899742509 159488.693975651 153100.796193389 124830.68224809 125319.498250491 162349.492460531 159488.693975651
6092 "E7ENM1;P42224;E7EPD2;D2KFR9;E9PH66" "Signal transducer and activator of transcription 1-alpha/beta" "STAT1" 1113752.58183627 1026691.01722555 1221492.36530293 2028026.22684349 1737498.55804534 1469782.25282687 1578166.25865256 1368104.73501478 2470906.1207717 1737498.55804534 2721367.63763933 2147652.18320074 2262943.56567931 1542329.14770624 1737498.55804534
6093 "A0A494C0T4;H0YIY2;G3V2L2;Q5FBW6;G3V5I8;H0YJH6;G3V568;G3V5K5;P42226;G3V2M3;G3V2H4;A0A1W2PNW1;G3V370" "Signal transducer and activator of transcription 6" "STAT6" 227542.636745018 251797.518303588 274933.858424065 285903.171199539 256101.461596978 224308.590439162 258404.710703592 257426.274873787 276099.229061018 256101.461596978 233076.800776255 259337.835248752 268449.340465349 273083.280162787 256101.461596978
6094 "H0Y8U3;P42285" "Superkiller viralicidic activity 2-like 2" "SKIV2L2" 266623.376455756 243231.323934569 229988.658765181 231680.136527853 228298.406254028 248169.956616689 234894.411438617 233552.967197409 203945.19543045 228298.406254028 263094.19290326 220254.171228695 217453.87743694 238758.495932071 228298.406254028
6095 "C9JAM9;P42336;A0A2R8Y2F6" "Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform" "PIK3CA" 28659.8036486828 31677.1609667565 34238.9973533629 31477.7688037802 32096.9788797148 29691.4310544576 33652.0417706361 33944.0424001424 33698.0351903731 32096.9788797148 31092.2333984032 32147.763581633 34759.0353634298 32727.3538094248 32096.9788797148
6097 "B1AKQ2;B1AKP8;P42345" "Serine/threonine-protein kinase mTOR" "MTOR" 117249.325522806 130468.584826396 126577.523419681 130618.546691743 126064.675464626 117030.144378514 128451.284055169 130555.085967771 132882.524835047 126064.675464626 130175.371743146 126378.953885338 127325.827849986 138111.957162689 126064.675464626
6098 "Q8N8J0;A8MTF1;A4QPH2;P42356" "Phosphatidylinositol 4-kinase alpha" "PI4KA" 72518.6954664319 68657.8581799738 70942.4090116672 70185.7816898088 69315.7543471362 71648.1126053114 73132.0458715386 71592.3067784435 73638.6186920146 69315.7543471362 73384.9050083974 74436.874976609 73270.7563309169 69646.3613815653 69315.7543471362
6099 "B1AUU8;P42566;S4R3U1" "Epidermal growth factor receptor substrate 15" "EPS15" 100201.128186469 98762.6431854774 112110.125463731 118970.824420607 113185.060963027 103425.741386761 112993.144635625 108565.647173304 145472.33776672 113185.060963027 101195.418995715 114840.938668707 108215.971966374 109651.254422875 113185.060963027
6100 "C9JXR7;A8MVM1;P42574" "Caspase-3;Caspase-3 subunit p17;Caspase-3 subunit p12" "CASP3" 61742.189663733 63590.1894647324 64640.425981959 65442.4876534967 71099.0017476877 66874.9572029072 71113.028365696 64778.1376485565 73383.0845450917 71099.0017476877 62612.4468717313 63601.0946331013 68015.9743977913 53135.8275177804 71099.0017476877
6101 "P42677" "40S ribosomal protein S27" "Rps27;RPS27;LOC100362987" 219023.901143779 229186.932897301 198401.861910658 194613.67888433 220512.559049755 231066.512411513 226779.282390862 213328.005030282 207332.605906388 220512.559049755 193807.112298891 212158.324643994 197787.37259223 192647.910517255 220512.559049755
6103 "A2A2V2;Q5TCT4;P42696;H7C5M1" "RNA-binding protein 34" "RBM34" 62826.6722308181 60435.6615258249 68711.4382007696 58869.0159818161 56522.0927411627 62460.0369432047 53870.4311231793 61041.389286016 52331.8899330927 56522.0927411627 70494.3864363044 72868.5230811432 61659.1244412557 63554.8108502812 56522.0927411627
6105 "P42704;B8ZZ38;A0A0C4DG06;H7C3W8;C9JCA9" "Leucine-rich PPR motif-containing protein, mitochondrial" "LRPPRC" 1391608.49410277 1360375.79387942 1333125.29213114 1310650.84255292 1314024.90764193 1407125.86528101 1358969.99354489 1333210.09931099 1170454.33269334 1314024.90764193 1321878.93594665 1263276.54600251 1212064.73109442 1271399.18680558 1314024.90764193
6106 "K7EJ68;K7EME0;P42765;K7ER88;A0A0B4J2A4;K7EJB1" "3-ketoacyl-CoA thiolase, mitochondrial" "ACAA2" 457176.637303828 448119.464486755 479528.079840545 542562.918430438 506396.61081149 468252.62570574 507437.13161684 497809.071414851 539561.027602448 506396.61081149 515968.261922828 508417.864443016 501893.056359998 596631.978035407 506396.61081149
6107 "F2Z388;P42766" "60S ribosomal protein L35" "RPL35;Rpl35" 330473.327720082 316631.027623973 305220.620958671 253504.753774117 293805.412904661 321783.487958275 315621.93583239 315970.115010995 231973.564481854 293805.412904661 317779.240431903 301104.412127231 286399.752067525 263739.537807077 293805.412904661
